DATAFLOW,LAST UPDATE,freq,nrg_bal,siec,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E,G3000,TJ,NL,2012,337907.700,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E,G3000,TJ,NL,2013,358966.800,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E,G3000,TJ,NL,2014,267704.101,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E,G3000,TJ,NL,2015,285287.223,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E,G3000,TJ,NL,2016,297254.480,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E,G3000,TJ,NL,2017,288294.638,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E,G3000,TJ,NL,2018,286385.266,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E,G3000,TJ,NL,2019,276544.474,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E,G3000,TJ,NL,2020,264734.012,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E,G3000,TJ,NL,2021,301695.220,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E,G3000,TJ,NO,2010,165.859,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E,G3000,TJ,NO,2011,138.364,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E,G3000,TJ,NO,2012,148.447,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E,G3000,TJ,NO,2013,155.470,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E,G3000,TJ,NO,2014,159.033,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E,G3000,TJ,NO,2015,140.561,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E,G3000,TJ,NO,2016,150.893,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E,G3000,TJ,NO,2017,134.717,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E,G3000,TJ,NO,2018,134.334,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E,G3000,TJ,NO,2019,64.808,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E,G3000,TJ,NO,2020,65.519,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E,G3000,TJ,NO,2021,64.205,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E,G3000,TJ,PL,2014,0.000,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E,G3000,TJ,PL,2015,132201.900,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E,G3000,TJ,PL,2016,145148.400,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E,G3000,TJ,PL,2017,151972.030,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E,G3000,TJ,PL,2018,149111.137,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E,G3000,TJ,PL,2019,152348.126,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E,G3000,TJ,PL,2020,160832.871,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E,G3000,TJ,PL,2021,191170.760,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E,G3000,TJ,PT,2010,12519.000,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E,G3000,TJ,PT,2011,10800.900,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E,G3000,TJ,PT,2012,10793.700,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E,G3000,TJ,PT,2013,10246.500,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E,G3000,TJ,PT,2014,10808.100,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E,G3000,TJ,PT,2015,11007.000,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E,G3000,TJ,PT,2016,10208.700,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E,G3000,TJ,PT,2017,10497.600,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E,G3000,TJ,PT,2018,11433.600,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E,G3000,TJ,PT,2019,11900.700,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E,G3000,TJ,PT,2020,12285.900,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E,G3000,TJ,PT,2021,12006.000,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E,G3000,TJ,RO,2015,93902.489,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E,G3000,TJ,RO,2016,95780.012,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E,G3000,TJ,RO,2017,101372.010,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E,G3000,TJ,RO,2018,105248.360,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E,G3000,TJ,RO,2019,104871.182,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E,G3000,TJ,RO,2020,113818.595,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E,G3000,TJ,RO,2021,134228.413,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E,G3000,TJ,RS,2010,9707.400,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E,G3000,TJ,RS,2011,8889.300,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E,G3000,TJ,RS,2012,8142.300,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E,G3000,TJ,RS,2013,7285.500,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E,G3000,TJ,RS,2014,5967.900,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E,G3000,TJ,RS,2015,6327.900,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E,G3000,TJ,RS,2016,7023.600,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E,G3000,TJ,RS,2017,8001.448,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E,G3000,TJ,RS,2018,8133.823,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E,G3000,TJ,RS,2019,8506.640,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E,G3000,TJ,RS,2020,10100.754,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E,G3000,TJ,RS,2021,12390.294,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E,G3000,TJ,SE,2015,1199.700,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E,G3000,TJ,SE,2016,1265.400,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E,G3000,TJ,SE,2017,1512.000,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E,G3000,TJ,SE,2018,1368.900,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E,G3000,TJ,SE,2019,833.400,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E,G3000,TJ,SE,2020,795.600,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E,G3000,TJ,SE,2021,1165.500,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E,G3000,TJ,SI,2010,4757.805,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E,G3000,TJ,SI,2011,4741.044,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E,G3000,TJ,SI,2012,4906.303,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E,G3000,TJ,SI,2013,4789.705,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E,G3000,TJ,SI,2014,3710.813,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E,G3000,TJ,SI,2015,4331.675,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E,G3000,TJ,SI,2016,4815.826,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E,G3000,TJ,SI,2017,4983.132,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E,G3000,TJ,SI,2018,4646.867,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E,G3000,TJ,SI,2019,4427.824,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E,G3000,TJ,SI,2020,4421.961,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E,G3000,TJ,SI,2021,4706.474,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E,G3000,TJ,SK,2015,43983.900,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E,G3000,TJ,SK,2016,44712.900,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E,G3000,TJ,SK,2017,48149.100,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E,G3000,TJ,SK,2018,46845.000,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E,G3000,TJ,SK,2019,46891.800,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E,G3000,TJ,SK,2020,47871.000,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E,G3000,TJ,SK,2021,51441.300,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E,G3000,TJ,UA,2016,388803.690,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E,G3000,TJ,UA,2017,332724.996,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E,G3000,TJ,UA,2018,363796.201,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E,G3000,TJ,UA,2019,286006.501,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E,G3000,TJ,UK,2010,1262289.416,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E,G3000,TJ,UK,2011,1000644.034,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E,G3000,TJ,UK,2012,1111903.571,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E,G3000,TJ,UK,2013,1116183.117,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E,G3000,TJ,UK,2014,919158.810,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E,G3000,TJ,UK,2015,964164.520,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E,G3000,TJ,UK,2016,991034.853,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E,G3000,TJ,UK,2017,956047.935,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E,G3000,TJ,UK,2018,1001711.863,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E,G3000,TJ_GCV,AT,2010,72743.304,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E,G3000,TJ_GCV,AT,2011,64642.348,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E,G3000,TJ_GCV,AT,2012,65800.191,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E,G3000,TJ_GCV,AT,2013,66478.893,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E,G3000,TJ_GCV,AT,2014,58221.521,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E,G3000,TJ_GCV,AT,2015,63154.536,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E,G3000,TJ_GCV,AT,2016,69798.963,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E,G3000,TJ_GCV,AT,2017,68329.153,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E,G3000,TJ_GCV,AT,2018,62534.036,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E,G3000,TJ_GCV,AT,2019,66354.813,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E,G3000,TJ_GCV,AT,2020,66217.651,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E,G3000,TJ_GCV,AT,2021,76011.096,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E,G3000,TJ_GCV,BA,2014,1250.000,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E,G3000,TJ_GCV,BA,2015,1543.000,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E,G3000,TJ_GCV,BA,2016,1607.000,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E,G3000,TJ_GCV,BA,2017,1757.000,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E,G3000,TJ_GCV,BA,2018,1674.000,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E,G3000,TJ_GCV,BA,2019,1803.000,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E,G3000,TJ_GCV,BA,2020,1889.000,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E,G3000,TJ_GCV,BA,2021,2148.000,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E,G3000,TJ_GCV,BE,2016,155469.300,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E,G3000,TJ_GCV,BE,2017,152060.200,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E,G3000,TJ_GCV,BE,2018,151829.100,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E,G3000,TJ_GCV,BE,2019,150552.700,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E,G3000,TJ_GCV,BE,2020,142393.000,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E,G3000,TJ_GCV,BE,2021,166886.900,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E,G3000,TJ_GCV,BG,2010,2294.444,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E,G3000,TJ_GCV,BG,2011,2603.333,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E,G3000,TJ_GCV,BG,2012,2485.556,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E,G3000,TJ_GCV,BG,2013,2091.111,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E,G3000,TJ_GCV,BG,2014,2102.222,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E,G3000,TJ_GCV,BG,2015,2407.501,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E,G3000,TJ_GCV,BG,2016,2739.808,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E,G3000,TJ_GCV,BG,2017,3166.340,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E,G3000,TJ_GCV,BG,2018,3595.082,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E,G3000,TJ_GCV,BG,2019,3664.228,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E,G3000,TJ_GCV,BG,2020,4469.116,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E,G3000,TJ_GCV,BG,2021,5276.456,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E,G3000,TJ_GCV,CZ,2015,83243.000,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E,G3000,TJ_GCV,CZ,2016,92746.000,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E,G3000,TJ_GCV,CZ,2017,93248.001,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E,G3000,TJ_GCV,CZ,2018,87403.775,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E,G3000,TJ_GCV,CZ,2019,83521.424,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E,G3000,TJ_GCV,CZ,2020,86340.847,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E,G3000,TJ_GCV,CZ,2021,96835.615,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E,G3000,TJ_GCV,DE,2010,1112140.000,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E,G3000,TJ_GCV,DE,2011,919141.000,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E,G3000,TJ_GCV,DE,2012,1005705.000,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E,G3000,TJ_GCV,DE,2013,1047127.999,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E,G3000,TJ_GCV,DE,2014,851228.000,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E,G3000,TJ_GCV,DE,2015,918251.001,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E,G3000,TJ_GCV,DE,2016,1027742.000,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E,G3000,TJ_GCV,DE,2017,1004749.265,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E,G3000,TJ_GCV,DE,2018,1035766.307,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E,G3000,TJ_GCV,DE,2019,1041095.358,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E,G3000,TJ_GCV,DE,2020,1011608.506,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E,G3000,TJ_GCV,DE,2021,1168959.114,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E,G3000,TJ_GCV,DK,2015,27971.111,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E,G3000,TJ_GCV,DK,2016,28885.556,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E,G3000,TJ_GCV,DK,2017,27570.000,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E,G3000,TJ_GCV,DK,2018,28612.511,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E,G3000,TJ_GCV,DK,2019,28647.177,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E,G3000,TJ_GCV,DK,2020,27541.567,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E,G3000,TJ_GCV,DK,2021,26939.877,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E,G3000,TJ_GCV,EA20,2018,3206488.678,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E,G3000,TJ_GCV,EA20,2019,3169874.989,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E,G3000,TJ_GCV,EA20,2020,3088658.893,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E,G3000,TJ_GCV,EA20,2021,3431191.774,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E,G3000,TJ_GCV,EE,2010,2553.999,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E,G3000,TJ_GCV,EE,2011,2404.000,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E,G3000,TJ_GCV,EE,2012,2574.000,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E,G3000,TJ_GCV,EE,2013,2432.000,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E,G3000,TJ_GCV,EE,2014,2429.000,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E,G3000,TJ_GCV,EE,2015,2294.000,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E,G3000,TJ_GCV,EE,2016,2691.999,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E,G3000,TJ_GCV,EE,2017,2572.001,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E,G3000,TJ_GCV,EE,2018,2558.340,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E,G3000,TJ_GCV,EE,2019,2686.880,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E,G3000,TJ_GCV,EE,2020,2615.000,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E,G3000,TJ_GCV,EE,2021,2804.999,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E,G3000,TJ_GCV,EL,2013,10813.000,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E,G3000,TJ_GCV,EL,2015,16547.000,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E,G3000,TJ_GCV,EL,2016,15309.100,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E,G3000,TJ_GCV,EL,2017,16778.121,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E,G3000,TJ_GCV,EL,2018,15413.400,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E,G3000,TJ_GCV,EL,2019,17881.159,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E,G3000,TJ_GCV,EL,2020,20561.430,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E,G3000,TJ_GCV,EL,2021,23227.915,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E,G3000,TJ_GCV,ES,2010,198073.461,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E,G3000,TJ_GCV,ES,2011,158729.962,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E,G3000,TJ_GCV,ES,2012,163264.778,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E,G3000,TJ_GCV,ES,2013,148564.830,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E,G3000,TJ_GCV,ES,2014,143948.976,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E,G3000,TJ_GCV,ES,2015,154354.290,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E,G3000,TJ_GCV,ES,2016,155147.270,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E,G3000,TJ_GCV,ES,2017,154609.685,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E,G3000,TJ_GCV,ES,2018,169977.986,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E,G3000,TJ_GCV,ES,2019,160824.013,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E,G3000,TJ_GCV,ES,2020,161628.437,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E,G3000,TJ_GCV,ES,2021,169079.999,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E,G3000,TJ_GCV,EU27_2020,2018,3741920.487,
